FECDIA,LLAMADAS_INGRESADAS,DIA_SEMANA_DES,TIPOLOGIA,
20180903,31032,Lun,PICO,
20200924,28013,Jue,NORMAL,
20201111,31096,Mie,NORMAL,
20201217,40055,Jue,NORMAL,
20210622,36463,Mar,NORMAL,
20210908,30075,Mie,NORMAL,
20211009,23432,Sab,EFECTO F,
20170624,11600,Sab,NORMAL,
20170717,18968,Lun,NORMAL,
20171102,13796,Jue,EFECTO F,
20180226,19192,Lun,NORMAL,
20180403,26496,Mar,COSTADO,
20190128,21580,Lun,NORMAL,
20190720,16910,Sab,NORMAL,
20190919,23327,Jue,NORMAL,
20191118,33669,Lun,NORMAL,
20200317,45354,Mar,COSTADO,
20200626,38260,Vie,NORMAL,
20200702,41932,Jue,COSTADO,
20200806,36836,Jue,NORMAL,
20201006,35697,Mar,NORMAL,
20201110,31505,Mar,NORMAL,
20201125,33889,Mie,NORMAL,
20210911,20020,Sab,NORMAL,
20211207,30398,Mar,NORMAL,
20170314,20910,Mar,NORMAL,
20170720,15721,Jue,NORMAL,
20170817,17131,Jue,NORMAL,
20170821,17715,Lun,NORMAL,
20171020,18596,Vie,NORMAL,
20180407,15155,Sab,NORMAL,
20180808,17827,Mie,NORMAL,
20180920,20358,Jue,NORMAL,
20190219,22368,Mar,NORMAL,
20190705,28231,Vie,NORMAL,
20191122,24903,Vie,NORMAL,
20200513,34050,Mie,NORMAL,
20200704,29426,Sab,NORMAL,
20201212,27783,Sab,NORMAL,
20201229,37804,Mar,NORMAL,
20170613,15900,Mar,NORMAL,
20170902,14471,Sab,COSTADO,
20180104,19698,Jue,NORMAL,
20180504,23644,Vie,NORMAL,
20180522,21742,Mar,NORMAL,
20180616,25176,Sab,COSTADO,
20180810,15962,Vie,NORMAL,
20181214,22519,Vie,PICO,
20190114,24026,Lun,PICO,
20190306,22130,Mie,NORMAL,
20191217,30704,Mar,COSTADO,
20191227,26742,Vie,NORMAL,
20200229,32494,Sab,COSTADO,
20200630,40089,Mar,EFECTO F,
20200703,39727,Vie,NORMAL,
20210104,44799,Lun,PICO,
20210118,40415,Lun,NORMAL,
20191211,27691,Mie,NORMAL,
20200424,30656,Vie,NORMAL,
20200502,27072,Sab,EFECTO F,
20201001,44489,Jue,PICO,
20210308,30780,Lun,NORMAL,
20210618,33797,Vie,NORMAL,
20210731,48195,Sab,COSTADO,
20170713,15296,Jue,NORMAL,
20170816,19578,Mie,NORMAL,
20171030,23126,Lun,NORMAL,
20180126,17009,Vie,NORMAL,
20180129,18849,Lun,NORMAL,
20180615,21015,Vie,PICO,
20180628,26790,Jue,PICO,
20190314,18023,Jue,NORMAL,
20190420,14482,Sab,EFECTO F,
20190504,22166,Sab,NORMAL,
20190903,45216,Mar,COSTADO,
20191114,29000,Jue,NORMAL,
20200717,38727,Vie,NORMAL,
20201003,28646,Sab,NORMAL,
20201223,34777,Mie,NORMAL,
20210113,33638,Mie,NORMAL,
20210206,23789,Sab,NORMAL,
20210915,32933,Mie,PICO,
20170603,15450,Sab,NORMAL,
20170606,19277,Mar,NORMAL,
20170714,15878,Vie,PICO,
20170906,15217,Mie,NORMAL,
20171118,17937,Sab,NORMAL,
20171218,21957,Lun,NORMAL,
20180710,20210,Mar,NORMAL,
20180829,25049,Mie,NORMAL,
20190529,26196,Mie,NORMAL,
20200227,27326,Jue,NORMAL,
20200716,39019,Jue,COSTADO,
20201019,37310,Lun,NORMAL,
20210304,33789,Jue,NORMAL,
20170520,12153,Sab,NORMAL,
20170718,16823,Mar,NORMAL,
20170811,14377,Vie,NORMAL,
20171124,18957,Vie,NORMAL,
20180704,24911,Mie,NORMAL,
20190118,19404,Vie,NORMAL,
20190119,15675,Sab,NORMAL,
20190216,17413,Sab,COSTADO,
20200131,37284,Vie,PICO,
20200803,45421,Lun,PICO,
20211227,31958,Lun,NORMAL,
20170523,15773,Mar,NORMAL,
20171026,19085,Jue,NORMAL,
20171206,19929,Mie,NORMAL,
20181210,25689,Lun,NORMAL,
20181226,24459,Mie,EFECTO F,
20190104,24700,Vie,NORMAL,
20190717,29247,Mie,NORMAL,
20190803,26959,Sab,NORMAL,
20191219,25620,Jue,NORMAL,
20200929,32699,Mar,NORMAL,
20211203,33132,Vie,NORMAL,
20170131,24243,Mar,PICO,
20170815,17047,Mar,COSTADO,
20171129,22024,Mie,NORMAL,
20180702,31331,Lun,PICO,
20180824,17945,Vie,NORMAL,
20190914,21275,Sab,NORMAL,
20191230,31613,Lun,NORMAL,
20200508,29741,Vie,NORMAL,
20200602,55548,Mar,COSTADO,
20210107,36731,Jue,NORMAL,
20210303,36582,Mie,NORMAL,
20210524,33667,Lun,NORMAL,
20210619,26251,Sab,NORMAL,
20210625,33206,Vie,NORMAL,
20211014,31599,Jue,NORMAL,
20211103,42444,Mie,COSTADO,
20211109,35627,Mar,NORMAL,
20170104,17688,Mie,NORMAL,
20170728,8506,Vie,FERIADO,
20171004,27181,Mie,NORMAL,
20171117,23403,Vie,NORMAL,
20171226,18727,Mar,EFECTO F,
20180103,22288,Mie,COSTADO,
20180110,17336,Mie,NORMAL,
20180723,21209,Lun,NORMAL,
20181211,23284,Mar,NORMAL,
20190524,19248,Vie,NORMAL,
20200313,28333,Vie,NORMAL,
20200506,33470,Mie,NORMAL,
20200522,37355,Vie,NORMAL,
20200526,38748,Mar,NORMAL,
20200911,30797,Vie,NORMAL,
20210327,22222,Sab,NORMAL,
20210514,45075,Vie,PICO,
20210224,26038,Mie,NORMAL,
20210716,37169,Vie,COSTADO,
20211012,37347,Mar,NORMAL,
20211218,17191,Sab,NORMAL,
20170805,12864,Sab,NORMAL,
20170901,17702,Vie,PICO,
20171230,18861,Sab,PICO,
20180828,21100,Mar,NORMAL,
20201121,24892,Sab,NORMAL,
20201216,41426,Mie,NORMAL,
20201228,40915,Lun,NORMAL,
20210429,26611,Jue,NORMAL,
20210505,43817,Mie,NORMAL,
20210609,28517,Mie,NORMAL,
20210723,31340,Vie,NORMAL,
20211224,16756,Vie,NORMAL,
20170823,13532,Mie,NORMAL,
20170913,17225,Mie,NORMAL,
20170921,19871,Jue,NORMAL,
20170927,16148,Mie,NORMAL,
20171211,23764,Lun,NORMAL,
20180827,20482,Lun,NORMAL,
20180830,12494,Jue,FERIADO,
20181029,22623,Lun,NORMAL,
20190108,20383,Mar,NORMAL,
20190615,17245,Sab,COSTADO,
20190706,21928,Sab,NORMAL,
20190716,34473,Mar,COSTADO,
20190727,16933,Sab,NORMAL,
20190918,26868,Mie,NORMAL,
20191024,22786,Jue,NORMAL,
20200401,26639,Mie,PICO,
20170113,17959,Vie,NORMAL,
20170320,21614,Lun,NORMAL,
20170614,16402,Mie,NORMAL,
20170630,19445,Vie,EFECTO F,
20190222,18298,Vie,NORMAL,
20191116,25977,Sab,COSTADO,
20191129,29759,Vie,PICO,
20191207,20832,Sab,NORMAL,
20191225,5048,Mie,FERIADO,
20200710,36240,Vie,NORMAL,
20200908,37724,Mar,NORMAL,
20200919,20730,Sab,NORMAL,
20200930,39618,Mie,PICO,
20201010,23459,Sab,NORMAL,
20210423,28684,Vie,NORMAL,
20210426,30655,Lun,NORMAL,
20210907,36367,Mar,NORMAL,
20170725,16024,Mar,NORMAL,
20170905,15071,Mar,NORMAL,
20180605,24371,Mar,NORMAL,
20180806,21190,Lun,NORMAL,
20180831,30210,Vie,EFECTO F,
20181220,18613,Jue,NORMAL,
20170715,14826,Sab,COSTADO,
20171002,52376,Lun,PICO,
20171223,17231,Sab,NORMAL,
20180531,24783,Jue,PICO,
20180703,33003,Mar,COSTADO,
20190131,27633,Jue,PICO,
20190518,19187,Sab,NORMAL,
20191128,25825,Jue,NORMAL,
20200211,27863,Mar,NORMAL,
20200214,22667,Vie,PICO,
20201107,22667,Sab,NORMAL,
20201208,27290,Mar,FERIADO,
20210428,27931,Mie,NORMAL,
20170508,18330,Lun,NORMAL,
20180125,15429,Jue,NORMAL,
20181217,29868,Lun,NORMAL,
20190523,19845,Jue,NORMAL,
20191107,28580,Jue,NORMAL,
20191204,35218,Mie,NORMAL,
20200130,26021,Jue,NORMAL,
20200623,39535,Mar,NORMAL,
20200818,41246,Mar,NORMAL,
20210217,32290,Mie,NORMAL,
20210824,38380,Mar,NORMAL,
20210906,50522,Lun,NORMAL,
20210924,24504,Vie,NORMAL,
20211122,34123,Lun,NORMAL,
20211202,34977,Jue,COSTADO,
20170311,13922,Sab,NORMAL,
20170429,14693,Sab,PICO,
20180306,20398,Mar,NORMAL,
20180419,18387,Jue,NORMAL,
20180630,20486,Sab,EFECTO F,
20181016,26191,Mar,COSTADO,
20181208,15779,Sab,FERIADO,
20190822,23568,Jue,NORMAL,
20191121,25115,Jue,NORMAL,
20191216,34298,Lun,PICO,
20200701,43287,Mie,PICO,
20201028,31323,Mie,NORMAL,
20210320,22120,Sab,NORMAL,
20210802,70026,Lun,PICO,
20211001,33831,Vie,PICO,
20170105,16574,Jue,NORMAL,
20180101,3826,Lun,FERIADO,
20180123,16773,Mar,NORMAL,
20180213,19100,Mar,NORMAL,
20180516,37631,Mie,NORMAL,
20181222,17052,Sab,NORMAL,
20190805,40958,Lun,NORMAL,
20200314,25075,Sab,NORMAL,
20200804,45943,Mar,COSTADO,
20201104,37488,Mie,NORMAL,
20210525,30227,Mar,NORMAL,
20211213,29399,Lun,NORMAL,
20211222,23727,Mie,NORMAL,
20170222,15942,Mie,NORMAL,
20171003,34148,Mar,COSTADO,
20170724,16714,Lun,NORMAL,
20180618,27570,Lun,NORMAL,
20180914,22188,Vie,PICO,
20200120,30331,Lun,NORMAL,
20200128,25379,Mar,NORMAL,
20200330,36506,Lun,NORMAL,
20210414,25432,Mie,NORMAL,
20210519,40611,Mie,NORMAL,
20210527,31729,Jue,NORMAL,
20210607,34183,Lun,NORMAL,
20170209,8579,Jue,NORMAL,
20170503,22575,Mie,COSTADO,
20170601,24665,Jue,PICO,
20170914,19671,Jue,NORMAL,
20180201,20906,Jue,PICO,
20180409,20370,Lun,NORMAL,
20180414,14693,Sab,NORMAL,
20190115,28593,Mar,COSTADO,
20190304,31059,Lun,NORMAL,
20190724,25039,Mie,NORMAL,
20190802,35334,Vie,COSTADO,
20190823,27023,Vie,NORMAL,
20200328,37418,Sab,NORMAL,
20200501,28373,Vie,FERIADO,
20200620,24757,Sab,NORMAL,
20190316,16352,Sab,COSTADO,
20190715,35745,Lun,PICO,
20191026,19121,Sab,NORMAL,
20200312,24849,Jue,NORMAL,
20201102,46040,Lun,EFECTO F,
20210421,26072,Mie,NORMAL,
20210511,36082,Mar,NORMAL,
20210521,30081,Vie,NORMAL,
20210708,40636,Jue,NORMAL,
20210717,28011,Sab,NORMAL,
20211020,30367,Mie,NORMAL,
20211105,39948,Vie,NORMAL,
20211221,27018,Mar,NORMAL,
20170327,21274,Lun,NORMAL,
20170329,18105,Mie,NORMAL,
20171023,20537,Lun,NORMAL,
20180109,18633,Mar,NORMAL,
20180604,23418,Lun,NORMAL,
20180728,10100,Sab,FERIADO,
20181031,6972,Mie,PICO,
20181213,22788,Jue,NORMAL,
20190424,19783,Mie,NORMAL,
20190514,28141,Mar,NORMAL,
20191016,28619,Mie,NORMAL,
20200714,37553,Mar,NORMAL,
20201124,33953,Mar,NORMAL,
20210129,33863,Vie,NORMAL,
20210216,36488,Mar,COSTADO,
20170307,18817,Mar,NORMAL,
20170501,8375,Lun,FERIADO,
20170920,21838,Mie,NORMAL,
20180106,13925,Sab,NORMAL,
20180331,17626,Sab,EFECTO F,
20190109,19516,Mie,NORMAL,
20190607,22815,Vie,NORMAL,
20190806,35868,Mar,NORMAL,
20191009,30696,Mie,EFECTO F,
20200422,30678,Mie,NORMAL,
20200523,18459,Sab,NORMAL,
20200713,39668,Lun,NORMAL,
20200824,38751,Lun,NORMAL,
20210507,34234,Vie,NORMAL,
20210513,39867,Jue,NORMAL,
20210614,37816,Lun,PICO,
20210621,37445,Lun,NORMAL,
20170116,24316,Lun,PICO,
20170301,29996,Mie,PICO,
20170403,30178,Lun,PICO,
20170626,16697,Lun,NORMAL,
20171125,14932,Sab,NORMAL,
20171127,21889,Lun,NORMAL,
20180327,19453,Mar,NORMAL,
20180329,13152,Jue,FERIADO,
20180426,17338,Jue,NORMAL,
20180427,20776,Vie,NORMAL,
20180707,15363,Sab,NORMAL,
20180924,20786,Lun,NORMAL,
20190511,18709,Sab,NORMAL,
20190815,29868,Jue,PICO,
20190819,34932,Lun,NORMAL,
20191030,30699,Mie,NORMAL,
20191113,29451,Mie,NORMAL,
20200101,4246,Mie,FERIADO,
20200421,30746,Mar,NORMAL,
20201014,33024,Mie,NORMAL,
20201210,38410,Jue,NORMAL,
20210205,33555,Vie,NORMAL,
20210705,48004,Lun,NORMAL,
20170426,22160,Mie,NORMAL,
20190322,19502,Vie,NORMAL,
20191112,30201,Mar,NORMAL,
20191127,27638,Mie,NORMAL,
20200206,28396,Jue,NORMAL,
20200408,31450,Mie,NORMAL,
20210825,35880,Mie,NORMAL,
20210923,24129,Jue,NORMAL,
20211019,30661,Mar,NORMAL,
20170306,21859,Lun,NORMAL,
20170408,11889,Sab,NORMAL,
20170420,18001,Jue,NORMAL,
20180316,20706,Vie,COSTADO,
20180912,20433,Mie,NORMAL,
20180928,25085,Vie,NORMAL,
20190711,23288,Jue,NORMAL,
20191021,26669,Lun,NORMAL,
20191210,26769,Mar,NORMAL,
20191220,24976,Vie,NORMAL,
20200325,33879,Mie,NORMAL,
20200706,44171,Lun,NORMAL,
20200729,37290,Mie,FERIADO,
20200819,39219,Mie,NORMAL,
20201024,21140,Sab,NORMAL,
20201120,33275,Vie,NORMAL,
20210202,38574,Mar,COSTADO,
20171025,18332,Mie,NORMAL,
20171120,23439,Lun,NORMAL,
20180228,25977,Mie,PICO,
20180328,25432,Mie,PICO,
20181022,21886,Lun,NORMAL,
20190215,21127,Vie,PICO,
20190417,23771,Mie,NORMAL,
20190507,26576,Mar,NORMAL,
20190916,33109,Lun,PICO,
20190110,18254,Jue,NORMAL,
20190604,31178,Mar,COSTADO,
20190625,22489,Mar,NORMAL,
20191004,29005,Vie,NORMAL,
20200403,26654,Vie,NORMAL,
20200731,38446,Vie,PICO,
20210623,30829,Mie,NORMAL,
20211027,35243,Mie,NORMAL,
20211228,27859,Mar,NORMAL,
20170415,16363,Sab,EFECTO F,
20170505,18564,Vie,NORMAL,
20170608,15233,Jue,NORMAL,
20170619,15841,Lun,NORMAL,
20170803,16887,Jue,NORMAL,
20170818,15479,Vie,NORMAL,
20171202,23732,Sab,COSTADO,
20180417,20878,Mar,COSTADO,
20180609,14289,Sab,NORMAL,
20180918,22127,Mar,NORMAL,
20181204,31714,Mar,COSTADO,
20211206,36344,Lun,NORMAL,
20170419,20051,Mie,NORMAL,
20170425,20208,Mar,NORMAL,
20170621,15393,Mie,NORMAL,
20171214,23018,Jue,NORMAL,
20190312,19676,Mar,NORMAL,
20190831,31315,Sab,EFECTO F,
20200222,17634,Sab,NORMAL,
20200613,32951,Sab,NORMAL,
20201215,40530,Mar,COSTADO,
20210605,26628,Sab,NORMAL,
20210612,20379,Sab,NORMAL,
20170103,19755,Mar,COSTADO,
20170310,15062,Vie,NORMAL,
20190214,16298,Jue,NORMAL,
20191023,24065,Mie,NORMAL,
20200316,46584,Lun,PICO,
20200604,51367,Jue,NORMAL,
20210201,40139,Lun,PICO,
20170322,17325,Mie,NORMAL,
20170605,20904,Lun,NORMAL,
20170706,13843,Jue,NORMAL,
20171019,18513,Jue,NORMAL,
20171222,19255,Vie,NORMAL,
20180418,18944,Mie,NORMAL,
20180205,23269,Lun,NORMAL,
20180925,21374,Mar,NORMAL,
20190629,18304,Sab,FERIADO,
20190909,26566,Lun,NORMAL,
20200114,25173,Mar,NORMAL,
20200404,24526,Sab,NORMAL,
20201002,41060,Vie,COSTADO,
20210130,28965,Sab,PICO,
20210209,30977,Mar,NORMAL,
20210212,27992,Vie,NORMAL,
20210709,36103,Vie,NORMAL,
20210813,41616,Vie,NORMAL,
20170119,17145,Jue,NORMAL,
20170214,20907,Mar,NORMAL,
20170627,15387,Mar,NORMAL,
20170807,15899,Lun,NORMAL,
20171113,21128,Lun,NORMAL,
20181003,26063,Mie,NORMAL,
20190416,26248,Mar,COSTADO,
20190510,20552,Vie,NORMAL,
20190808,27244,Jue,NORMAL,
20190905,35558,Jue,NORMAL,
20201116,42925,Lun,PICO,
20211016,26023,Sab,COSTADO,
20211101,15854,Lun,FERIADO,
20170304,12418,Sab,NORMAL,
20170321,18659,Mar,NORMAL,
20180510,19940,Jue,NORMAL,
20180921,19221,Vie,NORMAL,
20190319,23050,Mar,NORMAL,
20190508,24567,Mie,NORMAL,
20190528,26662,Mar,NORMAL,
20200207,25718,Vie,NORMAL,
20200303,37072,Mar,COSTADO,
20200306,26469,Vie,NORMAL,
20200822,22283,Sab,NORMAL,
20200923,28912,Mie,NORMAL,
20201026,35089,Lun,NORMAL,
20210306,22418,Sab,NORMAL,
20210827,31450,Vie,NORMAL,
20210910,25028,Vie,NORMAL,
20211029,31501,Vie,NORMAL,
20211211,17019,Sab,NORMAL,
20170413,11774,Jue,FERIADO,
20180122,17889,Lun,NORMAL,
20180221,17379,Mie,NORMAL,
20190220,20147,Mie,NORMAL,
20190315,22071,Vie,PICO,
20190726,32467,Vie,NORMAL,
20190913,25037,Vie,NORMAL,
20200117,25232,Vie,NORMAL,
20200118,18257,Sab,NORMAL,
20200907,45069,Lun,NORMAL,
20201123,37333,Lun,NORMAL,
20210522,22433,Sab,NORMAL,
20210526,31017,Mie,NORMAL,
20210816,57793,Lun,PICO,
20210930,30370,Jue,PICO,
20211129,35230,Lun,NORMAL,
20170213,21557,Lun,NORMAL,
20170506,13842,Sab,NORMAL,
20171007,17206,Sab,NORMAL,
20190117,21578,Jue,NORMAL,
20190209,16182,Sab,NORMAL,
20190708,29490,Lun,NORMAL,
20190821,26919,Mie,NORMAL,
20190924,24942,Mar,NORMAL,
20200104,25865,Sab,NORMAL,
20200129,23536,Mie,NORMAL,
20201231,29879,Jue,PICO,
20211126,27668,Vie,NORMAL,
20170324,18460,Vie,NORMAL,
20170809,14493,Mie,NORMAL,
20171013,25913,Vie,NORMAL,
20171215,22196,Vie,PICO,
20180307,15627,Mie,NORMAL,
20181203,37125,Lun,PICO,
20190405,22548,Vie,NORMAL,
20190923,25988,Lun,NORMAL,
20191231,21967,Mar,PICO,
20200113,27634,Lun,NORMAL,
20200125,20230,Sab,NORMAL,
20200530,43882,Sab,PICO,
20200808,22365,Sab,NORMAL,
20201109,33958,Lun,NORMAL,
20201114,30371,Sab,NORMAL,
20210316,47742,Mar,COSTADO,
20211025,37450,Lun,NORMAL,
20190102,32757,Mie,EFECTO F,
20200323,35922,Lun,NORMAL,
20200416,37423,Jue,COSTADO,
20200606,34075,Sab,NORMAL,
20211124,27234,Mie,NORMAL,
20170708,12229,Sab,NORMAL,
20171130,26234,Jue,PICO,
20171207,20753,Jue,NORMAL,
20180913,18039,Jue,NORMAL,
20190121,19700,Lun,NORMAL,
20190123,18409,Mie,NORMAL,
20190402,33159,Mar,COSTADO,
20190807,27378,Mie,NORMAL,
20191202,45016,Lun,PICO,
20200715,37896,Mie,PICO,
20200914,41221,Lun,PICO,
20210402,11843,Vie,FERIADO,
20210520,33179,Jue,NORMAL,
20211115,52567,Lun,PICO,
20170228,27353,Mar,PICO,
20170721,15191,Vie,NORMAL,
20171024,19143,Mar,NORMAL,
20171201,31150,Vie,PICO,
20180102,23538,Mar,EFECTO F,
20181001,36394,Lun,PICO,
20181221,18736,Vie,NORMAL,
20190611,22694,Mar,NORMAL,
20191003,28512,Jue,NORMAL,
20200106,34580,Lun,NORMAL,
20200625,36638,Jue,NORMAL,
20190201,26509,Vie,PICO,
20190411,19282,Jue,NORMAL,
20190527,27636,Lun,NORMAL,
20190613,21831,Jue,NORMAL,
20190921,18262,Sab,NORMAL,
20201012,37736,Lun,NORMAL,
20210109,25411,Sab,NORMAL,
20210112,36696,Mar,NORMAL,
20211007,32060,Jue,NORMAL,
20170128,12003,Sab,NORMAL,
20170225,13436,Sab,NORMAL,
20170411,20712,Mar,NORMAL,
20171014,18489,Sab,NORMAL,
20180502,16903,Mie,EFECTO F,
20180622,22717,Vie,NORMAL,
20180709,22219,Lun,NORMAL,
20180730,24456,Lun,EFECTO F,
20190129,20529,Mar,NORMAL,
20190429,28264,Lun,NORMAL,
20190703,28505,Mie,NORMAL,
20190917,30938,Mar,COSTADO,
20200123,21896,Jue,NORMAL,
20200519,37355,Mar,NORMAL,
20200709,36056,Jue,NORMAL,
20200807,33240,Vie,NORMAL,
20210512,37634,Mie,NORMAL,
20210914,31096,Mar,NORMAL,
20211102,48400,Mar,EFECTO F,
20170227,21326,Lun,NORMAL,
20170302,24256,Jue,COSTADO,
20180117,18320,Mie,NORMAL,
20180809,16129,Jue,NORMAL,
20181228,25956,Vie,NORMAL,
20200815,31079,Sab,COSTADO,
20200821,31742,Vie,NORMAL,
20200827,37454,Jue,NORMAL,
20200326,32037,Jue,NORMAL,
20200414,35531,Mar,NORMAL,
20200616,44363,Mar,COSTADO,
20210101,7072,Vie,FERIADO,
20210503,44590,Lun,PICO,
20210608,30843,Mar,NORMAL,
20211120,18924,Sab,NORMAL,
20170102,22288,Lun,EFECTO F,
20170731,19371,Lun,PICO,
20170810,13340,Jue,NORMAL,
20170916,16398,Sab,COSTADO,
20170925,16985,Lun,NORMAL,
20171027,20228,Vie,NORMAL,
20171228,19300,Jue,NORMAL,
20180217,15398,Sab,NORMAL,
20181011,22287,Jue,NORMAL,
20190404,23196,Jue,NORMAL,
20200127,27152,Lun,NORMAL,
20200228,33221,Vie,PICO,
20201008,28494,Jue,FERIADO,
20210115,34665,Vie,PICO,
20210529,17359,Sab,NORMAL,
20170109,17468,Lun,NORMAL,
20170123,17490,Lun,NORMAL,
20170705,17880,Mie,NORMAL,
20170802,18240,Mie,COSTADO,
20171009,25459,Lun,EFECTO F,
20180112,18458,Vie,NORMAL,
20180119,16290,Vie,NORMAL,
20180212,18571,Lun,NORMAL,
20180323,18680,Vie,NORMAL,
20180530,23900,Mie,NORMAL,
20181012,20705,Vie,NORMAL,
20181229,23791,Sab,NORMAL,
20210220,19026,Sab,NORMAL,
20190925,23938,Mie,NORMAL,
20191008,14517,Mar,FERIADO,
20200915,37083,Mar,COSTADO,
20210401,20315,Jue,FERIADO,
20210409,26044,Vie,NORMAL,
20210715,39995,Jue,PICO,
20210831,42831,Mar,EFECTO F,
20211119,28812,Vie,NORMAL,
20170330,20402,Jue,NORMAL,
20170510,16622,Mie,NORMAL,
20170516,25201,Mar,COSTADO,
20170519,16330,Vie,NORMAL,
20170819,11804,Sab,NORMAL,
20171128,21153,Mar,NORMAL,
20180131,22952,Mie,PICO,
20180312,18751,Lun,NORMAL,
20180405,21235,Jue,NORMAL,
20180411,16996,Mie,NORMAL,
20180712,21590,Jue,NORMAL,
20180927,19174,Jue,NORMAL,
20181025,18597,Jue,NORMAL,
20190413,16481,Sab,NORMAL,
20200219,26671,Mie,NORMAL,
20201117,40524,Mar,COSTADO,
20210208,35169,Lun,NORMAL,
20210603,38523,Jue,NORMAL,
20210804,48638,Mie,NORMAL,
20211006,35998,Mie,NORMAL,
20211116,46594,Mar,COSTADO,
20170111,15990,Mie,NORMAL,
20170422,12238,Sab,NORMAL,
20170919,19578,Mar,NORMAL,
20180629,13322,Vie,FERIADO,
20180716,33618,Lun,PICO,
20180818,14822,Sab,NORMAL,
20210528,33764,Vie,NORMAL,
20211210,26031,Vie,NORMAL,
20180113,14234,Sab,NORMAL,
20180115,25770,Lun,PICO,
20180406,18949,Vie,NORMAL,
20180416,26284,Lun,PICO,
20180421,14133,Sab,NORMAL,
20180706,21424,Vie,NORMAL,
20180802,22451,Jue,COSTADO,
20180816,24401,Jue,COSTADO,
20171016,25290,Lun,PICO,
20180214,18396,Mie,NORMAL,
20180222,16518,Jue,NORMAL,
20180621,23249,Jue,NORMAL,
20190320,19509,Mie,NORMAL,
20200305,32178,Jue,NORMAL,
20200624,36354,Mie,NORMAL,
20200801,31662,Sab,COSTADO,
20200917,38585,Jue,NORMAL,
20201027,32121,Mar,NORMAL,
20201118,37209,Mie,NORMAL,
20201119,34076,Jue,NORMAL,
20210821,26164,Sab,NORMAL,
20170118,17973,Mie,NORMAL,
20170424,20319,Lun,NORMAL,
20171028,16003,Sab,NORMAL,
20180330,6973,Vie,FERIADO,
20180501,160,Mar,FERIADO,
20180801,27081,Mie,PICO,
20190330,23023,Sab,PICO,
20190530,27873,Jue,NORMAL,
20190820,31811,Mar,NORMAL,
20191101,13779,Vie,FERIADO,
20191206,29481,Vie,NORMAL,
20200319,32399,Jue,NORMAL,
20210226,31024,Vie,NORMAL,
20210721,33366,Mie,NORMAL,
20210814,32015,Sab,NORMAL,
20170303,15971,Vie,NORMAL,
20170410,21180,Lun,NORMAL,
20170525,12712,Jue,NORMAL,
20170615,17607,Jue,PICO,
20171108,19228,Mie,NORMAL,
20171123,17553,Jue,NORMAL,
20180315,21747,Jue,PICO,
20181231,23988,Lun,PICO,
20190116,28872,Mie,NORMAL,
20190130,22222,Mie,NORMAL,
20190308,18723,Vie,NORMAL,
20190627,28099,Jue,NORMAL,
20190926,23746,Jue,NORMAL,
20200116,26322,Jue,COSTADO,
20200525,41108,Lun,NORMAL,
20200610,49721,Mie,NORMAL,
20210122,31446,Vie,NORMAL,
20210126,34621,Mar,NORMAL,
20210408,27966,Jue,NORMAL,
20210508,25443,Sab,NORMAL,
20211204,21973,Sab,NORMAL,
20170529,18277,Lun,NORMAL,
20170929,23669,Vie,PICO,
20171006,23074,Vie,NORMAL,
20171205,20232,Mar,NORMAL,
20180105,20072,Vie,NORMAL,
20180904,30091,Mar,COSTADO,
20190419,6019,Vie,FERIADO,
20191115,34993,Vie,PICO,
20200417,39611,Vie,NORMAL,
20211004,41747,Lun,NORMAL,
20180508,20849,Mar,NORMAL,
20180526,14494,Sab,NORMAL,
20180626,19500,Mar,NORMAL,
20190426,21886,Vie,NORMAL,
20190731,34405,Mie,PICO,
20200205,34137,Mie,NORMAL,
20200210,30204,Lun,NORMAL,
20200427,33065,Lun,NORMAL,
20201009,29771,Vie,EFECTO F,
20210123,24035,Sab,NORMAL,
20210128,34195,Jue,NORMAL,
20210204,34277,Jue,NORMAL,
20210323,28995,Mar,NORMAL,
20210724,27229,Sab,NORMAL,
20211123,28079,Mar,NORMAL,
20170609,15757,Vie,NORMAL,
20170620,18510,Mar,NORMAL,
20180601,24914,Vie,PICO,
20180814,22742,Mar,NORMAL,
20190704,23622,Jue,NORMAL,
20191014,28663,Lun,PICO,
20191111,32001,Lun,NORMAL,
20200511,33984,Lun,NORMAL,
20200711,24435,Sab,NORMAL,
20200925,28475,Vie,NORMAL,
20201023,29561,Vie,NORMAL,
20210211,27481,Jue,NORMAL,
20210305,31169,Vie,NORMAL,
20170405,19123,Mie,NORMAL,
